PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
SbuXU,5rk1/p1b2pp1/8/1pp1pN2/4P3/PPPn1Q1B/KB5q/8 w - - 4 30,5rk1/p1b2pp1/8/1pp1pN2/4P3/PPPn1Q1B/KB6/6q1 b - - 3 29,g1h2,f5e7 g8h7 f3h5,anastasiaMate kingsideAttack mate mateIn2 middlegame short,1346
wvE9X,r6r/pp2k1p1/3p1n2/2bP2B1/8/3P4/PPP1n1PQ/4RR1K b - - 0 20,r6r/pp2k1p1/3p1n2/2bP2B1/8/3P2Q1/PPP1n1Pq/4RR1K w - - 0 20,g3h2,h8h2 h1h2 a8h8 g5h4 h8h4,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame,1250
PzJya,r4r1k/pp1nNppp/2p5/3p4/1n1P4/5PK1/PPP2P2/R6R w - - 2 21,r4r1k/pp1nNppp/2p5/3p4/3P4/3n1PK1/PPP2P2/R6R b - - 1 20,d3b4,h1h7 h8h7 a1h1,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,1266
94Npi,5rk1/1pp2pp1/p7/5NR1/P6p/1QP1p2P/1P4PK/3rq3 w - - 2 26,3r1rk1/1pp2pp1/p7/5NR1/P6p/1QP1p2P/1P4PK/4q3 b - - 1 25,d8d1,f5e7 g8h7 g5h5,anastasiaMate endgame kingsideAttack mate mateIn2 short,1418
UaH7K,r6r/ppp1k1p1/5b2/4p3/2PnP3/N3B3/PP3PPP/R4RK1 b - - 0 18,r6r/ppp1k1p1/5b2/4p3/2Pnq3/N2PB3/PP3PPP/R4RK1 w - - 0 18,d3e4,d4e2 g1h1 h8h2 h1h2 a8h8 e3h6 h8h6,anastasiaMate attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,1328
gy9jJ,1r3r1k/1b2N1pp/p7/qp1R4/4Q2P/6P1/Pb3PB1/5RK1 w - - 2 23,1rb2r1k/4N1pp/p7/qp1R4/4Q2P/6P1/Pb3PB1/5RK1 b - - 1 22,c8b7,e4h7 h8h7 d5h5,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,1462
RfVdu,3r4/p3k1p1/1pQp4/b1p2P2/7q/N1p1B3/P3nPPP/R4R1K b - - 2 21,3r4/p3k1p1/1pQp4/b1p2P2/7q/2p1B3/P3nPPP/RN3R1K w - - 1 21,b1a3,h4h2 h1h2 d8h8 e3h6 h8h6,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,1527
slGmz,5qk1/p6p/2p3p1/Q1p5/2PnN1P1/3P4/P5P1/6K1 b - - 0 24,5qk1/p6p/2p3p1/Q1p5/2PnN1b1/3P3P/P5P1/6K1 w - - 0 24,h3g4,d4e2 g1h2 f8h6,anastasiaMate endgame mate mateIn2 short,1527
iyQpt,r4rk1/5ppp/2N1p3/p3P3/1pR5/1qnQ4/5PPP/5RK1 w - - 0 25,r4rk1/5ppp/2N1p3/p3P3/1pR5/1PnQ4/q4PPP/5RK1 b - - 0 24,a2b3,c6e7 g8h8 d3h7 h8h7 c4h4,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,1406
NFHa2,r4r1k/4Nppp/p7/4p3/2pnP2Q/2R5/P3q1PP/5R1K w - - 4 26,r4rk1/4Nppp/p7/4p3/2pnP2Q/2R5/P3q1PP/5R1K b - - 3 25,g8h8,h4h7 h8h7 c3h3 e2h5 h3h5,anastasiaMate attraction kingsideAttack long master mate mateIn3 middlegame sacrifice,1386
cWH5A,QQ6/2b1k2p/3p4/3Pp3/4Pn2/5P2/5BP1/2q2BK1 b - - 0 40,Q7/1Pb1k2p/3p4/3Pp3/4Pn2/5P2/5BP1/2q2BK1 w - - 3 40,b7b8q,f4e2 g1h2 c1h6 f2h4 h6h4,anastasiaMate long mate mateIn3 middlegame pin,1475
CVJYv,6k1/Q4ppp/8/3rq3/5n2/8/5PPP/R4RK1 b - - 0 26,6k1/p4ppp/8/3rq3/Q4n2/8/5PPP/R4RK1 w - - 0 26,a4a7,f4e2 g1h1 e5h2 h1h2 d5h5,anastasiaMate attraction discoveredAttack endgame long mate mateIn3 sacrifice,1452
hi9op,r4rk1/p1Rn1ppp/1p2b3/4pN1R/1P2P3/3B4/P4Pq1/3QK3 w - - 0 22,r4rk1/p1Rn1ppp/1p2b1q1/4pN1R/1P2P3/3B4/P4PP1/3QK3 b - - 1 21,g6g2,f5e7 g8h8 h5h7 h8h7 d1h5,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,1449
34xQh,5rk1/1p3ppp/8/p1nN4/P3P3/KP4q1/8/R6R w - - 0 32,5rk1/1p3ppp/6q1/p1nN4/P3P3/KP4P1/8/R6R b - - 1 31,g6g3,d5e7 g8h8 h1h7 h8h7 a1h1 g3h2 h1h2,anastasiaMate attraction endgame mate mateIn4 sacrifice veryLong,1437
znxN5,3r1r1k/4Nppp/p3n3/1p3R2/1P2q3/P6Q/2P3PP/5R1K w - - 0 27,3r1r1k/4Nppp/p3n3/1p3R2/1P1qP3/P6Q/2P3PP/5R1K b - - 10 26,d4e4,h3h7 h8h7 f5h5,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,1321
5ACm8,3r1r1k/1p2Nppp/p1bP4/2P5/1R6/3Q1P2/5KPP/q7 w - - 4 31,3r1r1k/1p1bNppp/p2P4/2P5/1R6/3Q1P2/5KPP/q7 b - - 3 30,d7c6,d3h7 h8h7 b4h4,anastasiaMate attraction mate mateIn2 middlegame sacrifice short,1581
dQlu6,4R3/p2R2bk/4N1p1/1p4p1/8/8/Pr4rP/3K4 w - - 0 38,4R3/p2R2bk/4N1p1/1p4p1/8/8/Pr2r1PP/3K4 b - - 9 37,e2g2,d7g7 h7h6 e8h8,anastasiaMate endgame mate mateIn2 short,1389
hB3cE,8/6p1/7p/4p3/1p6/3Q2PP/krqN1PK1/8 w - - 31 55,8/6p1/7p/4p3/1p6/3Q2PP/1rqN1PK1/1k6 b - - 30 54,b1a2,d3a6 c2a4 a6a4,anastasiaMate endgame mate mateIn2 short,1475
jFTQe,8/2R5/1p3k1p/p2B4/3P1r2/2P3n1/1P4P1/6K1 b - - 0 31,8/2p1R3/1p3k1p/p2B4/3P1r2/2P3n1/1P4P1/6K1 w - - 3 31,e7c7,g3e2 g1h2 f4h4,anastasiaMate endgame mate mateIn2 short,1516
LMqZV,2rq3k/1p2Nppp/1P1n4/1R6/4Q2P/6P1/5P2/6K1 w - - 4 36,2rq3k/1p2Nppp/1P6/1R6/2n1Q2P/6P1/5P2/6K1 b - - 3 35,c4d6,e4h7 h8h7 b5h5,anastasiaMate attraction endgame mate mateIn2 sacrifice short,1527
emVtH,3r4/p3kp2/1p2p1p1/3p2P1/3Qn3/3qP2P/1PR2P2/1KR5 b - - 4 29,3r3Q/p3kp2/1p2p1p1/3p2P1/4n3/3qP2P/1PR2P2/1KR5 w - - 3 29,h8d4,e4d2 b1a2 d3a6 d4a4 a6a4,anastasiaMate endgame long mate mateIn3 queensideAttack,1562
FHcHW,5r2/k7/3Rp3/8/3n4/8/6P1/2R3K1 b - - 2 42,5r2/k7/1R2p3/8/3n4/8/6P1/2R3K1 w - - 1 42,b6d6,d4e2 g1h2 f8h8,anastasiaMate endgame fork mate mateIn2 short,1546
4GJe5,2kr3r/ppp3p1/4ppp1/2PQ4/3n4/4B3/P1P2PPN/R4RK1 b - - 0 17,2kr3r/ppp3p1/4ppp1/2Pq4/3n4/4BQ2/P1P2PPN/R4RK1 w - - 0 17,f3d5,d4e2 g1h1 h8h2 h1h2 d8h8 e3h6 h8h6 d5h5 h6h5,anastasiaMate attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,1548
wkRfW,5rk1/Q4ppp/2rq4/3p4/3P4/B7/P3n1PP/R4R1K b - - 3 24,5rk1/Q4ppp/2rq4/3p4/3P4/B7/P3n1PP/R4RK1 w - - 2 24,g1h1,d6h2 h1h2 c6h6,anastasiaMate attraction mate mateIn2 middlegame sacrifice short,1397
FZDdO,r4rk1/p4ppp/np6/3N4/3p3R/P3P3/1P3P2/2K2R2 w - - 0 23,r4rk1/p4ppp/np6/2pN4/3P3R/P3P3/1P3P2/2K2R2 b - - 1 22,c5d4,d5e7 g8h8 h4h7 h8h7 f1h1,anastasiaMate attraction endgame long mate mateIn3 sacrifice,1333
oWitt,1q3rk1/5pp1/3p4/p2P1Np1/8/3P2Q1/5PP1/5K2 w - - 0 30,1q3rk1/5pp1/3p3p/p2P1NP1/8/3P2Q1/5PP1/5K2 b - - 0 29,h6g5,f5e7 g8h7 g3h2,anastasiaMate endgame mate mateIn2 short,1376
cI7GQ,4br1k/1pp1N1pp/1q1p1p2/r4P1Q/4PR2/2P4P/6P1/3R3K w - - 0 26,4br1k/1pp1Nppp/1q1p4/r4P1Q/4PR2/2P4P/6P1/3R3K b - - 4 25,f7f6,h5h7 h8h7 f4h4 e8h5 h4h5,anastasiaMate attraction kingsideAttack long master mate mateIn3 middlegame sacrifice,1254
GnNSp,r4rk1/1p3ppp/p2p4/2pNp3/4P1b1/1P1P4/PBP2q2/1K1R3R w - - 0 18,r1b2rk1/1p3ppp/p2p4/2pNp3/4P1Q1/1P1P4/PBP2q2/1K1R3R b - - 0 17,c8g4,d5e7 g8h8 h1h7 h8h7 d1h1 f2h4 h1h4 g4h5 h4h5,anastasiaMate attraction fork mate mateIn5 middlegame sacrifice veryLong,1404
d10tF,r1b2r2/pp6/4N1pk/q1P1n3/2P3Q1/3pK1N1/Pb3PP1/R4B2 w - - 1 24,r1b2r2/pp1n4/4N1pk/q1P5/2P3Q1/3pK1N1/Pb3PP1/R4B2 b - - 0 23,d7e5,g4h3,anastasiaMate master mate mateIn1 middlegame oneMove,1527
FEgFl,r7/pkp5/1p1pPP2/3P3r/P7/3PB3/1P2n1PP/R4R1K b - - 4 27,r7/pkp5/1p1pPP2/3P3r/P7/3PB3/1P2n1PP/R4RK1 w - - 3 27,g1h1,h5h2 h1h2 a8h8 e3h6 h8h6,anastasiaMate attraction endgame kingsideAttack long mate mateIn3 sacrifice,1567
jv6kM,8/6kp/3r4/1PQ3p1/3n1q2/P7/5PPP/5RK1 b - - 0 29,8/6kp/3r4/2Q3p1/1P1n1q2/P7/5PPP/5RK1 w - - 2 29,b4b5,d4e2 g1h1 f4h2 h1h2 d6h6,anastasiaMate attraction endgame long master masterVsMaster mate mateIn3 sacrifice,1505
Hq1fn,r1b2r1k/pp2Nppp/3p4/4q3/2R5/1n1Q4/P4PPP/5RK1 w - - 2 21,r1b2r1k/pp2Nppp/3p4/2q5/2R5/1n1Q4/P4PPP/5RK1 b - - 1 20,c5e5,d3h7 h8h7 c4h4 e5h5 h4h5,anastasiaMate attraction kingsideAttack long mate mateIn3 middlegame sacrifice,1242
mqShD,3r1rk1/pp3ppp/8/5N2/3n4/5R2/P1Q2KPP/q7 w - - 2 23,3r1rk1/pp3ppp/2n5/5N2/8/5R2/P1Q2KPP/q7 b - - 1 22,c6d4,f5e7 g8h8 c2h7 h8h7 f3h3,anastasiaMate attraction discoveredAttack long mate mateIn3 middlegame sacrifice,1511
xC4PB,r4rk1/ppp2ppp/2b5/3Np3/4P3/8/PPP2PP1/1K1R3R w - - 0 16,r4rk1/ppp2ppp/2bp4/3NQ3/4P3/8/PPP2PP1/1K1R3R b - - 0 15,d6e5,d5e7 g8h8 h1h7 h8h7 d1h1,anastasiaMate attraction endgame kingsideAttack long mate mateIn3 sacrifice,1515
Rd9H8,5rk1/1p3ppp/p2p4/3Np3/3bP1q1/8/PP1N4/1K3R1R w - - 2 24,5rk1/1p3ppp/p2p4/3Np3/4P1q1/8/PP1N1b2/1K3R1R b - - 1 23,f2d4,d5e7 g8h8 h1h7 h8h7 f1h1 g4h3 h1h3,anastasiaMate attraction mate mateIn4 middlegame sacrifice veryLong,1389
0dwSf,r5r1/1p2k3/1pp5/7b/3B1RP1/3B4/PPPn4/K5R1 b - - 1 33,r5r1/1p2k3/1pp5/7b/3B1RP1/8/PPPn4/K4BR1 w - - 0 33,f1d3,a8a2 a1a2 g8a8 d3a6 a8a6,anastasiaMate attraction long mate mateIn3 middlegame sacrifice,1336
1oukN,7k/1pp1N1pp/p2np3/4R3/3P4/3Q3P/PP3rPK/5q2 w - - 0 26,5r1k/1pp1N1pp/p2np3/4R3/3P4/3Q3P/PP3RPK/5q2 b - - 0 25,f8f2,d3h7 h8h7 e5h5,anastasiaMate attraction endgame mate mateIn2 sacrifice short,1427
