PuzzleId,FEN,PreFlawFEN,FirstMove,PV,Themes,Rating
NA4B0,8/1R4p1/5p1k/6rp/1P6/5Q2/5p2/7K b - - 1 50,8/1R4p1/5p1k/6rp/1P6/3Q4/5p2/7K w - - 0 50,d3f3,g5g1 h1h2 f2f1q f3f1 g1f1,advancedPawn crushing endgame long promotion queenRookEndgame,893
sOxRd,8/8/1p6/p2pP3/P1pPp1k1/2P1Bn2/1P5p/7K w - - 0 45,8/8/1p6/p2pP3/P1pPp1k1/2P1Bn1p/1P6/7K b - - 1 44,h3h2,e5e6 f3h4 e6e7 h4f5 e7e8q,advancedPawn crushing endgame long promotion,963
0gc8G,8/8/2p2PRp/1pk5/6P1/6r1/p3K3/8 w - - 0 40,8/8/2p2PRp/1pk5/6P1/p5r1/4K3/8 b - - 0 39,a3a2,f6f7 c5b6 f7f8q,advancedPawn crushing endgame master promotion rookEndgame short,1196
vbv7H,8/8/8/pp6/1k4KP/8/8/8 w - - 0 65,8/8/p7/1p6/1k4KP/8/8/8 b - - 0 64,a6a5,h4h5 b4a4 h5h6 b5b4 h6h7 b4b3 h7h8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,607
ScqK1,8/8/8/p1P5/6p1/1K6/P4k2/8 w - - 1 47,8/8/8/p1P5/6p1/1K4k1/P7/8 b - - 0 46,g3f2,c5c6 g4g3 c6c7 g3g2 c7c8q,advancedPawn crushing endgame long pawnEndgame promotion,846
8CVLI,2k5/8/1BP5/4K1p1/P6p/6P1/5P2/8 b - - 0 49,2k5/8/1BP5/3Kb1p1/P6p/6P1/5P2/8 w - - 0 49,d5e5,h4h3 a4a5 h3h2 a5a6 h2h1q,advancedPawn advantage bishopEndgame endgame long promotion,1144
SEgbx,8/4P3/8/1b1KN3/pk6/8/8/8 w - - 0 50,8/4P3/8/pb1KN3/1k6/8/8/8 b - - 3 49,a5a4,e5c6 b5c6 d5c6 a4a3 e7e8q,advancedPawn crushing endgame long promotion,1196
72Q4a,8/1p6/p1p4p/2P3p1/P3P3/7k/3K3P/8 w - - 1 49,8/1p6/p1p4p/2P3p1/P3P1k1/8/3K3P/8 b - - 0 48,g4h3,e4e5 h3h2 e5e6 g5g4 e6e7 g4g3 e7e8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,523
4xZvY,8/R3bk2/1P6/4K1p1/8/P6p/8/8 b - - 0 64,8/R3bk2/1P6/4nKp1/8/P6p/8/8 w - - 0 64,f5e5,h3h2 a7d7 h2h1q,advancedPawn crushing endgame promotion short,786
4ZpUP,8/8/4p1rk/Q2p4/3P4/1p2P3/5P2/3K4 b - - 0 43,8/Q7/4p1rk/p2p4/3P4/1p2P3/5P2/3K4 w - - 0 43,a7a5,g6g1 d1d2 b3b2 a5b6 b2b1q,advancedPawn advantage endgame long promotion queenRookEndgame,1152
9vwfm,3r1k2/1p1P1ppp/p7/n7/B7/6K1/P5PP/4R3 w - - 0 27,3r1k2/pp1P1ppp/8/n7/B7/6K1/P5PP/4R3 b - - 2 26,a7a6,e1e8 d8e8 d7e8q,advancedPawn endgame mate mateIn2 promotion short,922
b3Te7,2b2r1k/6pp/2B5/2Q5/8/7P/P1p3P1/5R1K b - - 0 29,2b2r1k/6pp/2B5/2Q5/8/7P/P1p3P1/2R2r1K w - - 2 29,c1f1,f8f1 h1h2 c2c1q c5c1 f1c1,advancedPawn advantage endgame long promotion,1012
NqJ6T,r2kr1R1/1R5P/p1p1p3/1pP5/3P4/1K6/PP1q4/8 w - - 0 36,r2kr1R1/1R5P/p1p1p3/1pP5/3P4/1K6/PP1Q1q2/8 b - - 0 35,f2d2,g8e8 d8e8 h7h8q,advancedPawn attraction endgame mate mateIn2 promotion queenRookEndgame short,1197
QkFQq,3r2k1/5ppp/1r3n2/1B2B3/P1P5/2Q4P/1Pp2PP1/6K1 b - - 1 27,3r2k1/5ppp/1r3n2/1B2B3/P1P5/5Q1P/1Pp2PP1/6K1 w - - 0 27,f3c3,d8d1 g1h2 c2c1q c3c1 d1c1,advancedPawn advantage endgame long promotion,1071
D9oFk,8/8/1K1k4/4p3/P7/8/8/8 w - - 0 49,8/8/1K1kp3/8/P7/8/8/8 b - - 2 48,e6e5,a4a5 e5e4 a5a6 e4e3 a6a7 e3e2 a7a8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,1089
zbySx,7K/8/8/4p1P1/3p1p2/5P2/k7/8 w - - 0 57,7K/8/8/3pp1P1/5p2/5P2/k7/8 b - - 0 56,d5d4,g5g6 d4d3 g6g7 d3d2 g7g8q,advancedPawn crushing endgame long master pawnEndgame promotion,400
Rq6zn,8/8/3k1b1P/5K2/1p3P2/8/8/8 w - - 0 64,8/8/3k1b1P/1p3K2/5P2/8/8/8 b - - 3 63,b5b4,f5f6 b4b3 h6h7 b3b2 h7h8q,advancedPawn crushing endgame hangingPiece long promotion,1181
MHgOc,1K6/P7/1Nk5/8/8/1r6/8/7q w - - 0 59,1K6/P7/1Nk5/8/8/1r6/7p/8 b - - 0 58,h2h1q,a7a8q c6b6 a8h1,advancedPawn advantage endgame promotion short skewer,1148
I8uec,5k2/5p2/1P5p/8/n7/8/8/5K2 w - - 0 45,5k2/5p2/1P5p/2n5/P7/8/8/5K2 b - - 0 44,c5a4,b6b7 a4c5 b7b8q,advancedPawn crushing endgame knightEndgame promotion short,585
5xbaA,6k1/p5B1/4pPp1/3p2Np/8/7P/Pr1q2P1/5R1K w - - 3 36,8/p5Bk/4pPp1/3p2Np/8/7P/Pr1q2P1/5R1K b - - 2 35,h7g8,f6f7 g8g7 f7f8q,advancedPawn endgame mate mateIn2 promotion short,1042
st5ku,8/6PK/7R/8/4q3/6k1/8/8 w - - 3 74,8/6PK/7R/8/8/6k1/8/7q b - - 2 73,h1e4,h6g6 g3f3 g7g8q,advancedPawn crushing endgame master promotion queenRookEndgame short,1095
znuHg,7k/4Q3/pp1p4/1b1P2P1/1P3P1p/8/3Kpb1P/8 b - - 6 47,7k/8/pp1pQ3/1b1P2P1/1P3P1p/8/3Kpb1P/8 w - - 5 47,e6e7,e2e1q e7e1 f2e1,advancedPawn crushing endgame master promotion short,1022
VRvxd,8/1R6/8/8/2p1KP2/1p3P2/1k6/8 b - - 2 49,8/1R6/8/5K2/2p2P2/1p3P2/1k6/8 w - - 1 49,f5e4,c4c3 f4f5 c3c2 f5f6 c2c1q,advancedPawn crushing endgame long promotion rookEndgame,995
NKCd8,8/8/6Kb/6pP/6P1/5k2/8/8 w - - 0 92,8/8/6Kb/6pP/6P1/5Pk1/8/8 b - - 73 91,g3f3,g6h6 f3g4 h6g6 g4f4 h5h6 g5g4 h6h7 g4g3 h7h8q,advancedPawn crushing endgame promotion veryLong,1015
Q5Qfh,7r/7P/6P1/8/2p5/6K1/8/3k4 w - - 0 43,7r/7P/6P1/2p5/8/6K1/8/3k4 b - - 2 42,c5c4,g6g7 h8h7 g7g8q,advancedPawn crushing endgame promotion rookEndgame short,659
ADWw3,r1r3k1/P3Rpp1/3p3p/2q5/4QP2/1p6/5P1P/4R1K1 w - - 0 34,r1r3k1/P3Rpp1/3p3p/2q5/1p2QP2/8/5P1P/4R1K1 b - - 3 33,b4b3,e7e8 c8e8 e4e8 a8e8 e1e8 g8h7 a7a8q,advancedPawn advantage endgame master promotion sacrifice veryLong,1011
YTNUU,3Rr3/4P3/8/2p5/5p2/2k5/3p1K2/8 w - - 3 55,3R2r1/4P3/8/2p5/5p2/2k5/3p1K2/8 b - - 2 54,g8e8,d8e8 d2d1q e8d8 d1c2 f2f3 c2c1 e7e8q,advancedPawn crushing endgame master promotion rookEndgame veryLong,1179
3NgS3,3rR1k1/2r3p1/3p3p/1B1P1R2/P1p5/4PP1P/5P2/6K1 b - - 1 33,3r2k1/2r3p1/3pR2p/1B1P1R2/P1p5/4PP1P/5P2/6K1 w - - 0 33,e6e8,d8e8 b5e8 c4c3 e8g6 c3c2 f5f4 c2c1q,advancedPawn advantage endgame promotion veryLong,1151
yZ0Ag,8/p1p4p/5K2/3kP3/2p3P1/8/P5P1/8 w - - 1 46,8/p1p4p/3k1K2/4P3/2p3P1/8/P5P1/8 b - - 0 45,d6d5,e5e6 c4c3 e6e7 c3c2 e7e8q,advancedPawn crushing endgame long pawnEndgame promotion,847
R1ear,8/5p2/pK6/4k2p/1P3p2/7P/6P1/8 w - - 0 40,8/5p2/pK6/4kp1p/1P6/7P/6P1/8 b - - 5 39,f5f4,b6a6 e5d4 b4b5 d4e3 b5b6 e3f2 b6b7 f2g2 b7b8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,953
8zpas,8/p1p1KPk1/6P1/1p2N3/8/P1P5/4r3/8 w - - 1 51,6k1/p1p1KP2/6P1/1p2N3/8/P1P5/4r3/8 b - - 0 50,g8g7,f7f8q,advancedPawn endgame mate mateIn1 oneMove promotion,707
KycPo,1R6/P5pk/8/8/1p6/3p4/r7/7K w - - 3 59,1R4k1/P5p1/8/8/1p6/3p4/r7/7K b - - 2 58,g8h7,a7a8q a2a8 b8a8,advancedPawn crushing endgame promotion short,1073
MMqDb,5rk1/p1R3p1/7p/3b4/1P1P4/P5Q1/5rpP/4R1K1 b - - 1 25,5rk1/p1R3p1/7p/3b4/1P1P4/P6Q/5rpP/4R1K1 w - - 0 25,h3g3,f2f1 e1f1 g2f1q,advancedPawn endgame mate mateIn2 promotion short,624
I9V5k,5r2/4R1Pk/8/6K1/8/8/5p2/8 w - - 0 61,5r1k/4R1PP/8/6K1/8/8/5p2/8 b - - 0 60,h8h7,g7f8q,advancedPawn discoveredAttack discoveredCheck endgame hangingPiece mate mateIn1 oneMove promotion,998
WFZ0u,8/8/8/R7/8/6p1/8/5k1K b - - 0 60,8/8/8/r7/8/6p1/R7/5k1K w - - 1 60,a2a5,g3g2 h1h2 g2g1q,advancedPawn crushing endgame master promotion rookEndgame short,630
5muXa,3r3k/1p1P2pp/p5p1/8/P2r4/5P2/1P4PP/4R1K1 w - - 0 27,3r3k/1p1P2pp/p5p1/8/P2R1r2/5P2/1P4PP/4R1K1 b - - 0 26,f4d4,e1e8 d8e8 d7e8q,advancedPawn backRankMate endgame mate mateIn2 promotion rookEndgame short,674
m5BIh,8/1kp2r2/6R1/B1p5/4p3/1p2P3/3PKPP1/8 b - - 7 46,8/1kp2r2/6R1/B1p5/4p3/1p2P3/3P1PP1/3K4 w - - 6 46,d1e2,b3b2 a5c3 b2b1q,advancedPawn crushing endgame master promotion short,1039
ZtJPw,5k2/7p/8/5p2/8/pP6/2p1KPPP/2B5 b - - 0 37,5k2/7p/8/5p2/8/pp6/P1p1KPPP/2B5 w - - 0 37,a2b3,a3a2 e2d2 a2a1q,advancedPawn bishopEndgame crushing endgame promotion short,779
GTdVY,8/8/1k2pN2/p3P3/bb3R2/8/1Pp2RPP/2KB4 b - - 0 35,8/8/1k2pN2/p3P3/bb3R2/8/1Pp1BRPP/2Kr4 w - - 1 35,e2d1,c2d1q,advancedPawn endgame master mate mateIn1 oneMove promotion,954
49VRo,8/8/8/2K1P3/2pP4/3k1P2/8/8 b - - 0 66,8/8/8/2nKP3/2pP4/3k1P2/8/8 w - - 0 66,d5c5,c4c3 e5e6 c3c2 c5d6 c2c1q,advancedPawn crushing endgame long pawnEndgame promotion,644
Jlxkl,6k1/8/2N3p1/3P1pPp/5P1P/1p6/4R1K1/r7 b - - 1 50,3N2k1/8/6p1/3P1pPp/5P1P/1p6/4R1K1/r7 w - - 0 50,d8c6,a1a2 e2a2 b3a2 d5d6 a2a1q,advancedPawn advantage endgame long master masterVsMaster promotion,1130
RrU6J,8/5RP1/8/8/4p3/5n2/pr3k1P/R6K b - - 0 45,8/5R2/6P1/8/4p3/5n2/pr3k1P/R6K w - - 1 45,g6g7,b2b1 a1b1 a2b1q,advancedPawn endgame mate mateIn2 promotion short,1179
dbdaZ,8/7p/1P6/8/2K1kp2/8/7P/8 b - - 0 39,8/7p/8/1P6/2K1kp2/8/7P/8 w - - 0 39,b5b6,f4f3 c4c5 f3f2 b6b7 f2f1q,advancedPawn crushing endgame long pawnEndgame promotion,528
1uZ2t,7K/1n6/5p2/P7/4k3/8/8/8 w - - 0 60,7K/1P6/5p2/P1n5/4k3/8/8/8 b - - 0 59,c5b7,a5a6 b7d6 a6a7 d6c4 a7a8q,advancedPawn advantage endgame knightEndgame long promotion,461
eeKm8,2r3k1/1bP2ppp/p3p3/5P2/6P1/7P/1P3K2/3R4 w - - 1 32,1r4k1/1bP2ppp/p3p3/5P2/6P1/7P/1P3K2/3R4 b - - 0 31,b8c8,d1d8 c8d8 c7d8q,advancedPawn backRankMate endgame mate mateIn2 promotion short,788
sQabd,8/3k1PK1/4p3/4n3/7P/3p4/8/8 w - - 0 67,8/3k1PK1/4p3/4n3/3p3P/8/8/8 b - - 0 66,d4d3,f7f8q d3d2 f8f1,advancedPawn crushing defensiveMove endgame master promotion short,1097
G9r2D,3r4/p2P4/1p2P3/6k1/1nP1R1p1/5nP1/PP4K1/8 w - - 1 46,2r5/p2P4/1p2P3/6k1/1nP1R1p1/5nP1/PP4K1/8 b - - 0 45,c8d8,e6e7 d8d7 e7e8q d7d2 e4e2 d2e2 e8e2,advancedPawn crushing defensiveMove endgame promotion veryLong,1144
2RbON,r1br3k/1p3Q1P/p3pNp1/4nq2/3pN3/3P2p1/PP3P2/R4K1R w - - 1 24,r1br3k/1p3Q1P/p1n1pNp1/5q2/3pN3/3P2p1/PP3P2/R4K1R b - - 0 23,c6e5,f7g8 d8g8 h7g8q,advancedPawn discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame promotion short,1172
OmZ0Q,5rk1/r2P1ppp/4p1b1/p2pP3/5Pn1/Q7/P5PP/RN3qNK w - - 2 20,5rk1/r2P1ppp/4p1bn/p2pP3/5P2/Q7/P5PP/RN3qNK b - - 1 19,h6g4,a3f8 g8f8 d7d8q,advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short,1164
W3izv,7k/2q1b3/p2p2Pp/3B4/1p2P3/8/PPP2r1P/2K3R1 w - - 0 26,7k/2q1b1p1/p2p2PQ/3B4/1p2P3/8/PPP2r1P/2K3R1 b - - 0 25,g7h6,g6g7 h8h7 g7g8q,advancedPawn endgame mate mateIn2 promotion short,846
ZWuat,8/K7/8/1P6/4k2p/8/8/8 w - - 0 54,8/K7/8/1P4p1/4k2P/8/8/8 b - - 0 53,g5h4,b5b6 e4f3 b6b7 f3g2 b7b8q,advancedPawn crushing endgame long master pawnEndgame promotion,492
YyRgC,8/3B4/8/2PNP3/3Pn3/5pk1/8/6K1 b - - 0 55,8/3B4/8/2PpP3/1N1Pn3/5pk1/8/6K1 w - - 4 55,b4d5,f3f2 g1f1 e4d2 f1e2 f2f1q,advancedPawn crushing endgame exposedKing long promotion,965
Jije0,4k3/2K1P3/3P4/2b5/8/8/8/8 w - - 5 51,4k3/2K1P3/3P4/8/1b6/8/8/8 b - - 4 50,b4c5,d6d7 e8e7 d7d8q,advancedPawn bishopEndgame crushing endgame master promotion short,595
kbdji,r2k1r2/ppp1n1P1/4p3/3qNpp1/2pP4/P1b5/1P3PPP/R4RK1 w - - 0 19,r2k1Qr1/ppp1n1P1/4p3/3qNpp1/2pP4/P1b5/1P3PPP/R4RK1 b - - 5 18,g8f8,g7f8q,advancedPawn mate mateIn1 middlegame oneMove promotion,1142
F88uA,8/1p4pB/5k2/8/3N4/2r5/1p3PPP/1R4K1 b - - 1 27,8/1p4pB/5k2/8/3N4/2r5/1p3PPP/R5K1 w - - 0 27,a1b1,c3c1 b1c1 b2c1q,advancedPawn backRankMate endgame mate mateIn2 promotion short,667
VZkyR,8/5BP1/1k6/1P2pp2/3r4/8/6K1/8 w - - 1 50,8/3r1BP1/1k6/1P2pp2/8/8/6K1/8 b - - 0 49,d7d4,g7g8q d4g4 g8g4,advancedPawn crushing endgame promotion short,1098
ANyXq,6r1/8/5pr1/8/5p1k/PPPQ4/5p1P/5R1K b - - 1 49,6r1/8/5pr1/8/5p1k/PPPQ4/5p1P/4R2K w - - 0 49,e1f1,g6g1 f1g1 f2g1q,advancedPawn endgame mate mateIn2 promotion queenRookEndgame short,625
ApB6U,1Rr3k1/r1P5/2n1p3/6pp/8/7P/6PK/8 w - - 0 43,1Rr3k1/r1P1n3/2R1p3/6pp/8/7P/6PK/8 b - - 0 42,e7c6,b8c8 g8h7 c8h8 h7h8 c7c8q,advancedPawn attraction crushing endgame exposedKing hangingPiece long promotion,1196
oD8Dv,8/8/3b2K1/4p2P/4k3/8/8/8 w - - 0 54,8/8/3b2K1/4p2P/4P3/3k4/8/8 b - - 1 53,d3e4,h5h6 e4f3 h6h7 e5e4 h7h8q,advancedPawn bishopEndgame crushing endgame long promotion,548
UUetn,8/8/P1P3p1/5pk1/8/5K2/2r2P2/8 w - - 3 48,8/8/P1P3p1/5pk1/8/5K2/1r3P2/8 b - - 2 47,b2c2,a6a7 c2a2 c6c7 a2a7 c7c8q,advancedPawn crushing endgame long promotion rookEndgame,1035
CXawr,2N1k3/2P2ppp/8/5p2/p2P4/4P1P1/5PKP/3r4 w - - 1 36,2N2k2/2P2ppp/8/5p2/p2P4/4P1P1/5PKP/3r4 b - - 0 35,f8e8,c8d6 e8d7 c7c8q,advancedPawn crushing endgame promotion short,1041
f5Qga,3r1k1r/ppP1nppp/8/4q3/8/5P2/PPP1PP1P/R3KB1R w KQ - 0 14,2rQ1k1r/ppP1nppp/8/4q3/8/5P2/PPP1PP1P/R3KB1R b KQ - 1 13,c8d8,c7d8q,advancedPawn mate mateIn1 middlegame oneMove promotion,771
Jm58a,3r4/p5kp/2B3p1/1PP5/P3p3/1K1pR3/7P/8 b - - 0 32,3r4/p5kp/2B3p1/1PP5/P3p3/1K1pn3/7P/4R3 w - - 0 32,e1e3,d3d2 c6e4 d2d1q,advancedPawn crushing endgame promotion short,691
H8xS8,r7/5PKP/8/8/8/pk6/8/8 w - - 1 61,r7/5PKP/8/8/8/p7/k7/8 b - - 0 60,a2b3,f7f8q a8f8 g7f8 b3b2 h7h8q,advancedPawn crushing endgame long promotion,1114
TBkyX,8/8/p2r1k2/1nR5/2N2P1p/8/P2p3P/3K4 b - - 1 47,8/8/p2r1k2/1nR5/5P1p/4N3/P2p3P/3K4 w - - 0 47,e3c4,b5c3 d1c2 d2d1q,advancedPawn crushing endgame master promotion short,1047
vTK31,8/8/8/1p2N3/pP2K3/7k/8/8 b - - 0 44,8/8/8/1p2N3/pn2K3/2P4k/8/8 w - - 0 44,c3b4,a4a3 e5f3 a3a2 f3d4 a2a1q,advancedPawn crushing endgame knightEndgame long promotion,741
zciiM,8/4P2p/5P2/8/7P/k2KR3/p7/1r6 b - - 2 65,8/4P2p/5P2/8/7P/k2K4/p7/1r2R3 w - - 1 65,e1e3,b1b3 d3d2 b3e3 d2e3 a2a1q,advancedPawn crushing endgame long promotion rookEndgame,1167
XnoLa,6Q1/8/8/p6K/k6P/5q2/8/8 w - - 5 60,6Q1/8/5q2/p6K/k6P/8/8/8 b - - 4 59,f6f3,g8g4 f3g4 h5g4 a4a3 h4h5 a5a4 h5h6 a3b2 h6h7 a4a3 h7h8q,advancedPawn crushing endgame promotion queenEndgame quietMove veryLong,1064
ULGuq,8/8/1p6/1Pk3p1/2p1P1P1/2K2P2/8/8 b - - 5 50,8/8/1p6/1Pk3p1/2p1P1P1/5P2/2K5/8 w - - 4 50,c2c3,c5b5 f3f4 g5f4 g4g5 f4f3 g5g6 f3f2 g6g7 f2f1q,advancedPawn crushing endgame pawnEndgame promotion veryLong,870
lGb0K,8/7p/6p1/p2K1p2/1kP2P2/6P1/7P/8 w - - 1 38,8/7p/6p1/pk1K1p2/2P2P2/6P1/7P/8 b - - 0 37,b5b4,c4c5 a5a4 c5c6 a4a3 c6c7 a3a2 c7c8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,650
jBLc2,r1bnk2r/ppp1Pppp/8/6B1/2N5/5N2/q3PKPP/5B1R w kq - 0 12,r1bRk2r/ppp1Pppp/2n5/6B1/2N5/5N2/q3PKPP/5B1R b kq - 1 11,c6d8,e7d8q,advancedPawn mate mateIn1 middlegame oneMove promotion,1109
ucWuU,3r2k1/1p1P1p2/p5p1/5q2/5B2/2PN3p/PP2Q3/4K3 w - - 3 42,3r2k1/1p1P1p2/p5p1/6q1/5B2/2PN3p/PP2Q3/4K3 b - - 2 41,g5f5,e2e8 d8e8 d7e8q,advancedPawn advantage endgame master promotion short,1079
ZRLsx,r1b3k1/pp3rP1/4pp1p/3pn3/6R1/1PPB4/P2N1PP1/R3K3 w Q - 0 25,r1b3k1/pp3rP1/2n1pp1p/3pQ3/6R1/1PPB4/P2N1PP1/R3K3 b Q - 0 24,c6e5,d3h7 g8h7 g7g8q,advancedPawn attraction kingsideAttack mate mateIn2 middlegame promotion short,845
OKB4b,8/8/5K2/p4P1P/kp6/8/8/8 b - - 0 58,8/8/5K2/p4P2/kp5P/8/8/8 w - - 0 58,h4h5,b4b3 h5h6 b3b2 h6h7 b2b1q,advancedPawn crushing endgame long pawnEndgame promotion,1075
O4dtf,rn1qkb1r/p2pp2p/1p3nP1/2p4Q/2P5/2N3P1/PP1P1P1P/R1B1KBNb w Qkq - 1 8,rn1qkbnr/p2pp2p/1p4P1/2p4Q/2P5/2N3P1/PP1P1P1P/R1B1KBNb b Qkq - 0 7,g8f6,g6g7 f6h5 g7h8q,advancedPawn advantage discoveredAttack discoveredCheck opening promotion short,963
mM6xU,8/8/1K6/p7/2Pp4/1k1P4/8/8 b - - 2 66,8/8/8/p1K5/2Pp4/1k1P4/8/8 w - - 1 66,c5b6,a5a4 c4c5 a4a3 c5c6 a3a2 c6c7 a2a1q,advancedPawn advantage endgame pawnEndgame promotion quietMove veryLong,849
a8sZP,8/8/3K4/6k1/4PB2/6p1/8/8 b - - 0 60,8/8/3K4/4B1k1/4Pn2/6p1/8/8 w - - 1 60,e5f4,g5f4 e4e5 g3g2 e5e6 g2g1q,advancedPawn crushing endgame long promotion,816
8bGcb,4r1k1/P4Rpp/8/3p4/8/4p2P/5RPK/1r6 w - - 0 42,4r1k1/P4Rpp/8/3p4/4p3/7P/5RPK/1r6 b - - 2 41,e4e3,f7f8 e8f8 f2f8 g8f8 a7a8q,advancedPawn attraction crushing endgame long promotion rookEndgame,952
Xpg7r,8/q6k/Pr1p2p1/Q3p2p/5p2/5P1P/6PK/R7 w - - 6 50,8/q5k1/Pr1p2p1/Q3p2p/5p2/5P1P/6PK/R7 b - - 5 49,g7h7,a5b6 a7b6 a6a7 b6d8 a7a8q d8a8 a1a8,advancedPawn crushing endgame promotion sacrifice veryLong,936
yEzW2,8/8/8/kp3K2/4P3/8/8/8 b - - 0 44,8/8/8/kp3K2/8/4P3/8/8 w - - 0 44,e3e4,b5b4 e4e5 b4b3 e5e6 b3b2 e6e7 b2b1q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,576
jFRoB,8/8/5Kp1/p7/5PP1/1k6/8/8 b - - 0 62,8/8/4Kpp1/p7/5PP1/1k6/8/8 w - - 2 62,e6f6,a5a4 f6e7 a4a3 f4f5 a3a2 f5f6 a2a1q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,1146
1z4D1,5rk1/5ppp/p3p3/8/b2rPB2/8/PQp2PPP/2R3K1 b - - 1 32,5rk1/5ppp/p3p3/8/b2rPB2/Q7/P1p2PPP/2R3K1 w - - 0 32,a3b2,d4d1 c1d1 c2d1q,advancedPawn backRankMate endgame mate mateIn2 promotion short,801
hl8Nl,1r2k2r/1p6/pN2Pp2/B1p2Pp1/3p4/6Pp/PPPR1Rb1/6K1 b k - 0 25,1r2k2r/1p6/pN2Pp2/B1p2Pp1/3p4/6bp/PPPR1RbP/6K1 w k - 0 25,h2g3,h3h2 g1g2 h2h1q,advancedPawn kingsideAttack mate mateIn2 middlegame promotion short,821
iqKZH,1k6/7p/8/2R5/P7/3p4/1P2p1PP/5R1K b - - 0 43,1k6/7p/8/2R5/P7/3p4/1P2p1PP/R4r1K w - - 1 43,a1f1,e2f1q,advancedPawn endgame mate mateIn1 oneMove promotion,1044
Y95IC,8/p7/3K1p2/P1P1p3/4k2b/8/8/8 w - - 0 44,8/p7/3K1p2/P1P1p3/4P2b/5k2/8/8 b - - 2 43,f3e4,c5c6 h4e1 c6c7 e1a5 c7c8q,advancedPawn bishopEndgame crushing endgame long promotion,1178
2xfyo,2r3k1/2P1rpp1/8/3R3p/2R1P3/6P1/1n3P1P/6K1 w - - 3 37,2r3k1/2P1rpp1/8/3R3p/2R1P3/3n2P1/5P1P/6K1 b - - 2 36,d3b2,d5d8 g8h7 d8c8 b2c4 c8h8 h7h8 c7c8q,advancedPawn attraction crushing endgame promotion veryLong,1189
VSFb5,8/8/8/5pKP/4k3/8/8/8 w - - 1 55,8/8/8/4kpKP/8/8/8/8 b - - 0 54,e5e4,h5h6 f5f4 h6h7 f4f3 h7h8q,advancedPawn crushing endgame long pawnEndgame promotion,531
DUqXy,2r5/7P/p5R1/k7/6P1/2p4K/8/8 b - - 2 53,2r5/7P/p4R2/k7/6P1/2p4K/8/8 w - - 1 53,f6g6,c3c2 g6c6 c8c6 h7h8q c2c1q,advancedPawn crushing endgame long promotion rookEndgame,953
SpPdT,3r3k/p1p4P/1p2pNR1/8/5rp1/1P6/P1P1b3/2K5 w - - 1 31,3r3k/p1p4P/1p2pNR1/8/3r2p1/1P6/P1P1b3/2K5 b - - 0 30,d4f4,g6g8 d8g8 h7g8q,advancedPawn endgame mate mateIn2 promotion short,1100
ZEMlJ,8/8/2p1p1P1/2Pp1k2/3PbP1K/8/8/8 w - - 1 79,8/8/2p1p1P1/2Pp1k2/3P1P1K/3b4/8/8 b - - 0 78,d3e4,g6g7 f5f4 g7g8q,advancedPawn bishopEndgame crushing endgame promotion short,785
c9cPA,8/8/8/5P2/2kBK3/1p2P3/n7/8 b - - 0 41,8/8/8/8/2kBKP2/1p2P3/n7/8 w - - 0 41,f4f5,a2c3 e4e5 b3b2 f5f6 b2b1q,advancedPawn crushing endgame long promotion,1153
ntvd7,1b6/8/1P6/P6p/6pP/2P5/2K1k3/8 w - - 1 50,8/8/1P6/P6p/6pP/2P3b1/2K1k3/8 b - - 0 49,g3b8,a5a6 g4g3 a6a7 b8a7 b6a7 g3g2 a7a8q,advancedPawn bishopEndgame crushing endgame promotion veryLong,1128
Eknfa,2r2rk1/1R3pbp/p5P1/8/8/1B4N1/PPP2p1P/1K2R3 b - - 0 25,2r2rk1/1R3pbp/p5P1/8/8/1B4N1/PPP2p1P/1K2q2R w - - 1 25,h1e1,f2e1q,advancedPawn mate mateIn1 middlegame oneMove promotion,959
JTC3h,8/1P6/8/8/5p2/2P2P2/pkNK1n2/7q w - - 0 56,8/1P6/8/8/5p2/2P2P2/pkNK1n1p/8 b - - 0 55,h2h1q,b7b8r,advancedPawn endgame epauletteMate master mate mateIn1 oneMove promotion,760
1Zf78,1k6/1p6/p3P3/2p2K2/3N1P2/8/8/3r4 w - - 0 43,1k6/1p6/p1p1P3/5K2/3N1P2/8/8/3r4 b - - 1 42,c6c5,e6e7 b8c7 e7e8q,advancedPawn advantage endgame promotion short,1145
0BhUs,8/8/6p1/7p/7P/2K4k/P7/8 w - - 0 63,8/8/6p1/7p/7P/2K3kP/P7/8 b - - 0 62,g3h3,a2a4 h3h4 a4a5 g6g5 a5a6 g5g4 a6a7 g4g3 a7a8q,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,941
WxgAf,1r4k1/3P1ppp/1p6/p2p4/3qb3/P7/1P4PP/2R4K w - - 0 40,1Q3rk1/3P1ppp/1p6/p2p4/3qb3/P7/1P4PP/2R4K b - - 1 39,f8b8,c1c8 b8c8 d7c8q,advancedPawn backRankMate endgame mate mateIn2 promotion short,794
